L,phi,psi,omega,d,theta,rg,re,R,R2
32,-180.0,-131.0,180,-3.597656053095199,136.2522063530814,54.44868932415095,108.8897080385948,0.0679496838544,0.06805555555555555
32,-180.0,-130.0,180,-3.5944061420644915,135.37166056940154,54.359834756001774,108.71015276354136,0.0695208142855,0.06944444444444445
32,-180.0,-129.0,180,-3.591063372250704,134.49192190769907,54.26867649568206,108.52663944623315,0.0708955196527,0.07083333333333333
32,-180.0,-128.0,180,-3.587625847550434,133.61301333669735,54.175182736217565,108.33931972171817,0.0722702250199,0.07222222222222222
32,-180.0,-127.0,180,-3.584091605521135,132.73495829749044,54.07931494309665,108.14819077187485,0.0736449303872,0.07361111111111111
32,-180.0,-126.0,180,-3.5804586152994986,131.8577807200405,53.98102782189081,107.95307664750733,0.0750196357544,0.075
32,-180.0,-125.0,180,-3.5767247754380422,130.98150504019486,53.880270659778795,107.75363916437584,0.0763943411216,0.0763888888888889
32,-180.0,-124.0,180,-3.5728879116570127,130.10615621724313,53.77698902634304,107.54941573594807,0.0777690464888,0.07777777777777778
32,-180.0,-123.0,180,-3.5689457745086797,129.23175975203537,53.67112759519706,107.33988011715832,0.0791437518561,0.07916666666666666
32,-180.0,-122.0,180,-3.5648960369509624,128.35834170568344,53.56263251604114,107.12451561772087,0.0805184186405,0.08055555555555556
32,-180.0,-121.0,180,-3.5607362918272725,127.48592871886777,53.451453862401486,106.90288914433442,0.0818931240077,0.08194444444444444
32,-180.0,-120.0,180,-3.556464049249331,126.61454803177286,53.337546997985264,106.67471324807074,0.0832678293749,0.08333333333333333
32,-180.0,-119.0,180,-3.5520767338796824,125.7442275046764,53.220873064251734,106.4398858959951,0.0846425347422,0.08472222222222223
32,-180.0,-118.0,180,-3.54757168211048,124.87499563921571,53.10139831652628,106.1985001626948,0.0860172401094,0.08611111111111111
32,-180.0,-117.0,180,-3.5429461391350916,124.00688160035871,52.97909220947092,105.95082144862647,0.0873919454766,0.0875
32,-180.0,-116.0,180,-3.538197255908953,123.13991523910494,52.85392479963059,105.69723464191478,0.0889630759077,0.08888888888888889
32,-180.0,-115.0,180,-3.533322085996038,122.27412711594502,52.72586342528442,105.43816904107587,0.0903377812749,0.09027777777777778
32,-180.0,-114.0,180,-3.528317582297256,121.4095485251066,52.59487030125629,105.17401423260372,0.0917124866422,0.09166666666666666
32,-180.0,-113.0,180,-3.523180593656992,120.54621151961601,52.46089937767832,104.90503632512049,0.0930871920094,0.09305555555555556
32,-180.0,-112.0,180,-3.5179078613439785,119.68414893720661,52.323895684963176,104.63131402352649,0.0944618973766,0.09444444444444444
32,-180.0,-111.0,180,-3.512496015402629,118.82339442710429,52.183794713041294,104.35269972586673,0.0958366027438,0.09583333333333334
32,-180.0,-110.0,180,-3.5069415708709193,117.96398247772264,52.040523877384636,104.06881738879497,0.0972113081111,0.09722222222222222
32,-180.0,-109.0,180,-3.501240923860887,117.10594844530127,51.89400507007888,103.77909567054421,0.0985860134783,0.09861111111111111
32,-180.0,-108.0,180,-3.495390347497813,116.2493285835209,51.7441577443981,103.48283324747977,0.0999606802627,0.1
32,-180.0,-107.0,180,-3.4893859877141447,115.39416007413037,51.59090256645176,103.17928667988062,0.10133538563,0.10138888888888889
32,-180.0,-106.0,180,-3.4832238588942306,114.54048105862208,51.43416452035346,102.86776718026566,0.102710090997,0.10277777777777777
32,-180.0,-105.0,180,-3.476899839366031,113.68833067099233,51.27387564107405,102.54773181920702,0.104084796364,0.10416666666666667
32,-180.0,-104.0,180,-3.470409666735986,112.83774907162477,51.10997619119861,102.21885473663583,0.105459501732,0.10555555555555556
32,-180.0,-103.0,180,-3.463748933063322,111.9887774823357,50.9424143034337,101.88106601293997,0.106834207099,0.10694444444444444
32,-180.0,-102.0,180,-3.456913079870266,111.14145822262114,50.77114433622755,101.53455206707835,0.10840533753,0.10833333333333334
32,-180.0,-101.0,180,-3.449897392984713,110.29583474714612,50.59612384265649,101.17971692427275,0.109780042897,0.10972222222222222
32,-180.0,-100.0,180,-3.442696997212148,109.45195168451767,50.41730961123565,100.81710782898557,0.111154748264,0.1111111111111111
32,-180.0,-99.0,180,-3.4353068508338707,108.60985487738364,50.234653784804415,100.44731733200251,0.112529453632,0.1125
32,-180.0,-98.0,180,-3.4277217399288267,107.7695914239003,50.0480997260933,100.07087387598402,0.113904158999,0.11388888888888889
32,-180.0,-97.0,180,-3.4199362725167406,106.93120972061215,49.85757959545251,99.68813993365194,0.115278864366,0.11527777777777778
32,-180.0,-96.0,180,-3.411944872520619,106.09475950678805,49.66301273310686,99.29922963657077,0.116653569733,0.11666666666666667
32,-180.0,-95.0,180,-3.4037417735472166,105.2602919102578,49.46430587052445,98.90396076221751,0.1180282751,0.11805555555555555
32,-180.0,-94.0,180,-3.3953210124845543,104.42785949479419,49.26135532325011,98.50184881328255,0.119402941885,0.11944444444444445
32,-180.0,-93.0,180,-3.3866764229162745,103.59751630908515,49.05405016834458,98.09214340105308,0.120777647252,0.12083333333333333
32,-180.0,-92.0,180,-3.377801628353302,102.76931793734111,48.842276634819676,97.67390366625145,0.122152352619,0.12222222222222222
32,-180.0,-91.0,180,-3.3686900352841675,101.94332155158148,48.62592275361367,97.24610249834562,0.123527057987,0.12361111111111112
32,-180.0,-90.0,180,-3.3593348260462323,101.11958596564523,48.40488290164438,96.80774498674259,0.124901763354,0.125
32,-180.0,-89.0,180,-3.349728951521195,100.29817169096862,48.179060872666895,96.35798474718023,0.126276468721,0.12638888888888888
32,-180.0,-88.0,180,-3.339865123659429,99.47914099417243,47.94837211811819,95.89622171553428,0.127847599152,0.12777777777777777
32,-180.0,-87.0,180,-3.3297358078390986,98.66255795650018,47.71274382343934,95.42216871941348,0.129222304519,0.12916666666666668
32,-180.0,-86.0,180,-3.319333215067484,97.84848853514703,47.47211300017375,94.93587577207708,0.130597009887,0.13055555555555556
32,-180.0,-85.0,180,-3.3086492940337404,97.03700062651616,47.22642345744573,94.43770969345981,0.131971715254,0.13194444444444445
32,-180.0,-84.0,180,-3.2976757230241485,96.22816413143885,46.975621388283834,93.92829155441783,0.133346420621,0.13333333333333333
32,-180.0,-83.0,180,-3.2864039017131077,95.42205102238943,46.719649457722426,93.40839618301278,0.134721125988,0.13472222222222222
32,-180.0,-82.0,180,-3.274824942845471,94.61873541272396,46.45844286576801,92.87883353510843,0.136095831355,0.1361111111111111
32,-180.0,-81.0,180,-3.262929663828474,93.81829362796726,46.191924316462035,92.34031940360391,0.137470536723,0.1375
32,-180.0,-80.0,180,-3.2507085782543714,93.02080427916752,45.92000129489725,91.79335727821245,0.138845203507,0.1388888888888889
32,-180.0,-79.0,180,-3.2381518873782187,92.22634833833284,45.64256504469086,91.23814485959822,0.140219908874,0.14027777777777778
32,-180.0,-78.0,180,-3.225249471578646,91.43500921595748,45.35949113532639,90.67451638858755,0.141594614242,0.14166666666666666
32,-180.0,-77.0,180,-3.2119908818335343,90.64687284063747,45.07064219396476,90.10192961163673,0.142969319609,0.14305555555555555
32,-180.0,-76.0,180,-3.198365331246635,89.86202774076855,44.775872308793296,89.51949898177183,0.144344024976,0.14444444444444443
32,-180.0,-75.0,180,-3.1843616866660116,89.0805651283082,44.475031893454606,88.92606788838512,0.145718730343,0.14583333333333334
32,-180.0,-74.0,180,-3.1699684604402294,88.3025789845745,44.16797376266747,88.32031698852629,0.147289860774,0.14722222222222223
32,-180.0,-73.0,180,-3.1551738023638545,87.52816614804134,43.85455844561198,87.70088949570504,0.148664566142,0.1486111111111111
32,-180.0,-72.0,180,-3.139965491869954,86.75742640407684,43.53465837574692,87.06652228377556,0.150039271509,0.15
32,-180.0,-71.0,180,-3.1243309305338673,85.99046257655708,43.20816146905728,86.41616657871839,0.151413976876,0.15138888888888888
32,-180.0,-70.0,180,-3.1082571349597568,85.22738062126989,42.87497213057053,85.74908588554047,0.152788682243,0.1527777777777778
32,-180.0,-69.0,180,-3.0917307301291572,84.46828972100548,42.535011037081404,85.06491771522852,0.15416338761,0.15416666666666667
32,-180.0,-68.0,180,-3.0747379432991604,83.71330238221083,42.18821188408336,84.36369538809524,0.155538092978,0.15555555555555556
32,-180.0,-67.0,180,-3.0572645985468356,82.96253453306063,41.83451845994521,83.64582853392903,0.156912798345,0.15694444444444444
32,-180.0,-66.0,180,-3.0392961120661353,82.21610562277455,41.473878961026884,82.91204242447999,0.158287465129,0.15833333333333333
32,-180.0,-65.0,180,-3.0208174883338113,81.47413872198217,41.106240665526556,82.16328565766973,0.159662170497,0.1597222222222222
32,-180.0,-64.0,180,-3.001813317271864,80.7367606239073,40.731544849360255,81.40061593118789,0.161036875864,0.16111111111111112
32,-180.0,-63.0,180,-2.9822677725455757,80.0041019461114,40.34972177402438,80.6250749385202,0.162411581231,0.1625
32,-180.0,-62.0,180,-2.9621646111485114,79.27629723249899,39.960687263517826,79.83756651768277,0.163786286598,0.1638888888888889
32,-180.0,-61.0,180,-2.9414871744386755,78.55348505525076,39.56434144695383,79.03875058267604,0.165160991965,0.16527777777777777
32,-180.0,-60.0,180,-2.920218390803495,77.83580811630715,39.160567596722345,78.22895958036227,0.166732122397,0.16666666666666666
32,-180.0,-59.0,180,-2.8983407801451957,77.12341334798091,38.74923485190473,77.40815057048127,0.168106827764,0.16805555555555557
32,-180.0,-58.0,180,-2.875836460392621,76.41645201222691,38.330200183316265,76.57589006045815,0.169481533131,0.16944444444444445
32,-180.0,-57.0,180,-2.8526871562601754,75.71507979804764,37.903313657252646,75.73137756659698,0.170856238498,0.17083333333333334
32,-180.0,-56.0,180,-2.8288742104895848,75.01945691645452,37.468423071904844,74.87349912974739,0.172230943865,0.17222222222222222
32,-180.0,-55.0,180,-2.8043785978250724,74.32974819234744,37.025380171804,74.00091023451837,0.173605649233,0.1736111111111111
32,-180.0,-54.0,180,-2.7791809419874407,73.64612315261016,36.5740454638003,73.11213286927583,0.1749803546,0.175
32,-180.0,-53.0,180,-2.7532615359269097,72.96875610965445,36.114292601948,72.20566219852228,0.176355059967,0.1763888888888889
32,-180.0,-52.0,180,-2.7266003656484155,72.29782623957283,35.646013262394575,71.28007406397595,0.177729726752,0.17777777777777778
32,-180.0,-51.0,180,-2.699177137915729,71.63351765399005,35.16911902549115,70.33412000783089,0.179104432119,0.17916666666666667
32,-180.0,-50.0,180,-2.670971312152297,70.9760194646222,34.68354290132486,69.36680539939185,0.180479137486,0.18055555555555555
32,-180.0,-49.0,180,-2.641962136866145,70.32552583947826,34.189239627531414,68.37744795540456,0.181853842853,0.18194444444444444
32,-180.0,-48.0,180,-2.6121286909336,69.68223604955402,33.68618350770285,67.36570757267282,0.18322854822,0.18333333333333332
32,-180.0,-47.0,180,-2.581449930080943,69.04635450478786,33.17436737057883,66.33159537663981,0.184603253588,0.18472222222222223
32,-180.0,-46.0,180,-2.5499047389041043,68.41809077796319,32.65379839051351,65.2754540861078,0.186174384019,0.18611111111111112
32,-180.0,-45.0,180,-2.5174719887632793,67.7976596151613,32.12449617447463,64.19792267023632,0.187549089386,0.1875
32,-180.0,-44.0,180,-2.4841306018813087,67.18528093128387,31.58648711257494,63.09987834258221,0.188923794753,0.18888888888888888
32,-180.0,-43.0,180,-2.449859621960801,66.58117978908949,31.03980314259415,61.982374311349126,0.19029850012,0.19027777777777777
32,-180.0,-42.0,180,-2.4146382916147675,65.9855863601087,30.484477423841824,60.84656679338676,0.191673205488,0.19166666666666668
32,-180.0,-41.0,180,-2.378446136877644,65.39873586573789,29.920542314746807,59.6936436837376,0.193047910855,0.19305555555555556
32,-180.0,-40.0,180,-2.341263059027639,64.82086849674857,29.348028683583813,58.52475866125412,0.194422616222,0.19444444444444445
32,-180.0,-39.0,180,-2.3030694339058706,64.25222930939759,28.76696447430564,57.340970357980574,0.195797321589,0.19583333333333333
32,-180.0,-38.0,180,-2.263846218862405,63.69306809628583,28.177374898383636,56.143195842322605,0.197171988374,0.19722222222222222
32,-180.0,-37.0,180,-2.2235750673926655,63.14363923008887,27.579284177074207,54.932177562646686,0.198546693741,0.1986111111111111
32,-180.0,-36.0,180,-2.1822384514495856,62.60420147827565,26.972715864472402,53.70846155734826,0.199921399108,0.2
32,-180.0,-35.0,180,-2.139819791326065,62.075017786947406,26.357696700413623,52.47239302686021,0.201296104475,0.2013888888888889
32,-180.0,-34.0,180,-2.096303592898819,61.556355031966156,25.734258213540816,51.22412101010602,0.202670809843,0.20277777777777778
32,-180.0,-33.0,180,-2.051675591907965,61.04848373560771,25.102439506931034,49.963618179637365,0.20404551521,0.20416666666666666
32,-180.0,-32.0,180,-2.0059229048168468,60.55167774706895,24.462291554010466,48.69070774515709,0.205616645641,0.20555555555555555
32,-180.0,-31.0,180,-1.9590341856540792,60.06621388528886,23.813878212245594,47.40509171789547,0.206991351008,0.20694444444444443
32,-180.0,-30.0,180,-1.9109997880851126,59.59237154270687,23.15728072335455,46.10639302499992,0.208366056375,0.20833333333333334
32,-180.0,-29.0,180,-1.8618119317953896,59.130432248787315,22.49259948167579,44.79418984942814,0.209740761743,0.20972222222222223
32,-180.0,-28.0,180,-1.8114648720926714,58.68067919238388,21.819957109606218,43.46805549236872,0.21111546711,0.2111111111111111
32,-180.0,-27.0,180,-1.7599550714551442,58.24339670230868,21.139499870063663,42.12758953625419,0.212490172477,0.2125
32,-180.0,-26.0,180,-1.7072813715669315,57.818869685803044,20.451400341297887,40.77245245084227,0.213864877844,0.21388888888888888
32,-180.0,-25.0,180,-1.6534451641975987,57.407383024989755,19.755859621727794,39.402391152063345,0.215239583212,0.2152777777777778
32,-180.0,-24.0,180,-1.5984505591010687,57.009220931808,19.053108612156205,38.01726039513055,0.216614249996,0.21666666666666667
32,-180.0,-23.0,180,-1.542304546936902,56.62466626240272,18.34341056513671,36.61704153069349,0.217988955363,0.21805555555555556
32,-180.0,-22.0,180,-1.4850171550586921,56.25399979244865,17.627063659059296,35.201855295087256,0.21936366073,0.21944444444444444
32,-180.0,-21.0,180,-1.426601593875904,55.89749945543237,16.904403463063005,33.771969903442155,0.220738366098,0.22083333333333333
32,-180.0,-20.0,180,-1.3670743913833245,55.555439546494426,16.175808260917574,32.32781337712077,0.222113071465,0.2222222222222222
32,-180.0,-19.0,180,-1.3064555133724671,55.22808989503166,15.441702284243707,30.86997389367237,0.223487776832,0.22361111111111112
32,-180.0,-18.0,180,-1.2447684667984165,54.91571500987426,14.702565360050873,29.399213551442916,0.225058907263,0.225
32,-180.0,-17.0,180,-1.1820403837794677,54.618573201472046,13.958940245262701,27.916472949446664,0.22643361263,0.2263888888888889
32,-180.0,-16.0,180,-1.118302083761286,54.336915686136116,13.211448127418787,26.422891478968424,0.227808317998,0.22777777777777777
32,-180.0,-15.0,180,-1.0535881114867633,54.07098567797391,12.460806067986022,24.91982789026524,0.229183023365,0.22916666666666666
32,-180.0,-14.0,180,-0.9879367485808369,53.821017474715,11.70785434675172,23.408900665132567,0.230557728732,0.23055555555555557
32,-180.0,-13.0,180,-0.921389996788545,53.58723554413294,10.95359333410654,21.892044177600358,0.231932434099,0.23194444444444445
32,-180.0,-12.0,180,-0.8539935311947148,53.36985361821633,10.199237777258674,20.371598722551134,0.233307139467,0.23333333333333334
32,-180.0,-11.0,180,-0.7857966221036942,53.16907380260877,9.446297813445925,18.850446951541002,0.234681844834,0.23472222222222222
32,-180.0,-10.0,180,-0.7168520246634978,52.98508570911247,8.696697346672142,17.332226853282805,0.236056550201,0.2361111111111111
32,-180.0,-9.0,180,-0.6472158357751568,52.81806561922049,7.952958339138222,15.821662001078971,0.237431216985,0.2375
32,-180.0,-8.0,180,-0.57694731832643,52.66817568669278,7.218486331866234,14.325098764375477,0.238805922353,0.2388888888888889
32,-180.0,-7.0,180,-0.5061086933196298,52.53556318712047,6.498027575299245,12.851377942635173,0.24018062772,0.24027777777777778
32,-180.0,-6.0,180,-0.43476490101366183,52.42035982221226,5.798411084830178,11.413304340494713,0.241555333087,0.24166666666666667
32,-180.0,-5.0,180,-0.362983332756939,52.32268108619715,5.129757849395677,10.030143833787948,0.242930038454,0.24305555555555555
32,-180.0,-4.0,180,-0.29083353573596504,52.242625701259335,4.50741028303195,8.731862255719562,0.244501168885,0.24444444444444444
32,-180.0,-3.0,180,-0.21838689338823286,52.18027512831073,3.954741214957798,7.565919064176492,0.245875874253,0.24583333333333332
32,-180.0,-2.0,180,-0.1457162847127889,52.135693158672716,3.5061411960982403,6.606024911407304,0.24725057962,0.24722222222222223
32,-180.0,-1.0,180,-0.0728957261419277,52.108925591395945,3.2066007384783384,5.9552677737679005,0.248625284987,0.24861111111111112
32,-180.0,0.0,180,7.46084177482415e-18,52.10000000000003,3.100260393280608,5.721747614799196,0.249999990354,0.25
32,-180.0,1.0,180,0.07289572614192773,52.108925591395945,3.206600751239355,5.955267786652948,0.251374695722,0.2513888888888889
32,-180.0,2.0,180,0.14571628471278897,52.135693158672716,3.506141151130495,6.606024722042948,0.252749401089,0.25277777777777777
32,-180.0,3.0,180,0.21838689338823286,52.18027512831073,3.9547412825298545,7.565919072572405,0.254124106456,0.25416666666666665
32,-180.0,4.0,180,0.29083353573596504,52.242625701259335,4.507410429236458,8.731862402709377,0.255498811823,0.25555555555555554
32,-180.0,5.0,180,0.362983332756939,52.32268108619715,5.129757835582891,10.030143980602254,0.256873478608,0.2569444444444444
32,-180.0,6.0,180,0.43476490101366183,52.42035982221226,5.798411297655091,11.413304551706439,0.258248183975,0.25833333333333336
32,-180.0,7.0,180,0.5061086933196299,52.53556318712047,6.498027634213193,12.85137800049698,0.259622889342,0.25972222222222224
32,-180.0,8.0,180,0.57694731832643,52.66817568669278,7.218486489997799,14.325098716411395,0.260997594709,0.2611111111111111
32,-180.0,9.0,180,0.647215835775157,52.81806561922049,7.952958396130105,15.821662263130303,0.262372300077,0.2625
32,-180.0,10.0,180,0.7168520246634978,52.98508570911247,8.696697373266945,17.33222666756715,0.263943430508,0.2638888888888889
32,-180.0,11.0,180,0.785796622103694,53.16907380260877,9.446297822033497,18.85044703554599,0.265318135875,0.2652777777777778
32,-180.0,12.0,180,0.8539935311947148,53.36985361821633,10.199237892832258,20.37159867557236,0.266692841242,0.26666666666666666
32,-180.0,13.0,180,0.921389996788545,53.58723554413294,10.953593290180548,21.892044143654104,0.268067546609,0.26805555555555555
32,-180.0,14.0,180,0.9879367485808369,53.821017474715,11.707854430314649,23.408900587899016,0.269442251977,0.26944444444444443
32,-180.0,15.0,180,1.053588111486763,54.070985677973944,12.46080626832306,24.919827920962433,0.270816957344,0.2708333333333333
32,-180.0,16.0,180,1.118302083761286,54.336915686136116,13.211448121203867,26.422891388705548,0.272191662711,0.2722222222222222
32,-180.0,17.0,180,1.1820403837794677,54.618573201472046,13.958940271390722,27.916472909987185,0.273566368078,0.27361111111111114
32,-180.0,18.0,180,1.2447684667984165,54.91571500987426,14.7025653223247,29.39921336115446,0.274941073445,0.275
32,-180.0,19.0,180,1.3064555133724671,55.22808989503166,15.441702212435745,30.869973820616686,0.27631574023,0.2763888888888889
32,-180.0,20.0,180,1.3670743913833245,55.555439546494426,16.175808181825953,32.32781319828135,0.277690445597,0.2777777777777778
32,-180.0,21.0,180,1.426601593875904,55.89749945543237,16.904403679770578,33.77197021493786,0.279065150964,0.2791666666666667
32,-180.0,22.0,180,1.4850171550586921,56.25399979244865,17.627063655080153,35.201854940761805,0.280439856332,0.28055555555555556
32,-180.0,23.0,180,1.542304546936902,56.62466626240272,18.34341061443992,36.61704147886426,0.281814561699,0.28194444444444444
32,-180.0,24.0,180,1.5984505591010687,57.009220931808,19.05310865502678,38.01726014989904,0.283189267066,0.2833333333333333
32,-180.0,25.0,180,1.6534451641975987,57.407383024989755,19.755859527042084,39.4023907482018,0.284760397497,0.2847222222222222
32,-180.0,26.0,180,1.7072813715669322,57.818869685803016,20.451400334668104,40.77245231082128,0.286135102864,0.2861111111111111
32,-180.0,27.0,180,1.7599550714551442,58.24339670230868,21.139499624082287,42.127589419290935,0.287509808231,0.2875
32,-180.0,28.0,180,1.8114648720926714,58.68067919238388,21.81995688653908,43.46805507512243,0.288884513599,0.28888888888888886
32,-180.0,29.0,180,1.8618119317953896,59.130432248787315,22.492599543339956,44.79418998771323,0.290259218966,0.2902777777777778
32,-180.0,30.0,180,1.9109997880851128,59.59237154270687,23.157280613763593,46.10639269913632,0.291633924333,0.2916666666666667
32,-180.0,31.0,180,1.9590341856540794,60.06621388528886,23.813878082674478,47.40509141423516,0.2930086297,0.29305555555555557
32,-180.0,32.0,180,2.005922904816847,60.55167774706895,24.462291439389404,48.69070732569934,0.294383335068,0.29444444444444445
32,-180.0,33.0,180,2.051675591907965,61.04848373560771,25.102439507744332,49.96361827916758,0.295758001852,0.29583333333333334
32,-180.0,34.0,180,2.096303592898819,61.556355031966156,25.73425803165613,51.22412074112288,0.297132707219,0.2972222222222222
32,-180.0,35.0,180,2.139819791326065,62.075017786947406,26.357696526056195,52.47239226954699,0.298507412587,0.2986111111111111
32,-180.0,36.0,180,2.1822384514495856,62.60420147827565,26.972715885258484,53.708461578909315,0.299882117954,0.3
32,-180.0,37.0,180,2.223575067392665,63.14363923008887,27.579284005157362,54.93217719186781,0.301256823321,0.3013888888888889
32,-180.0,38.0,180,2.2638462188624056,63.69306809628583,28.177374954459548,56.14319551057468,0.302631528688,0.30277777777777776
32,-180.0,39.0,180,2.3030694339058706,64.25222930939759,28.766964543693064,57.340970085798226,0.304202659119,0.30416666666666664
32,-180.0,40.0,180,2.3412630590276398,64.82086849674855,29.34802863044349,58.524758349306765,0.305577364486,0.3055555555555556
