L,phi,psi,omega,d,theta,rg,re,R,R2
32,-175.0,-27.0,180,-1.5915980426611993,56.494009308393856,19.01986541929592,37.99814470216849,0.21936640011,0.21944444444444444
32,-175.0,-26.0,180,-1.5344411645244729,56.130141458654826,18.300628814922714,36.572885807274055,0.220741105477,0.22083333333333333
32,-175.0,-25.0,180,-1.4761496484482983,55.78055747692515,17.57500464098125,35.132530711573125,0.222115810844,0.2222222222222222
32,-175.0,-24.0,180,-1.4167404556799514,55.445529095391954,16.843364638076785,33.677621806003735,0.223490516211,0.22361111111111112
32,-175.0,-23.0,180,-1.356234017691536,55.12532318800983,16.106119635655567,32.20884174523259,0.225061646642,0.225
32,-175.0,-22.0,180,-1.2946543354366775,54.82020090738319,15.363728049964458,30.72701874326524,0.22643635201,0.2263888888888889
32,-175.0,-21.0,180,-1.2320290585275337,54.530416801094276,14.616702377324414,29.233130426302907,0.227811057377,0.22777777777777777
32,-175.0,-20.0,180,-1.1683895418894559,54.25621791277747,13.865619601304834,27.728314456007485,0.229185762744,0.22916666666666666
32,-175.0,-19.0,180,-1.1037708775782755,53.99784287381663,13.111135553006958,26.213885531016786,0.230560429528,0.23055555555555557
32,-175.0,-18.0,180,-1.0382118996326042,53.755520992074985,12.354006070338839,24.691364597825615,0.231935134896,0.23194444444444445
32,-175.0,-17.0,180,-0.9717551600818514,53.52947134454457,11.595114175055437,23.16251950743315,0.233309840263,0.23333333333333334
32,-175.0,-16.0,180,-0.9044468745398518,53.319901881212054,10.83551133495432,21.629435082819224,0.23468454563,0.23472222222222222
32,-175.0,-15.0,180,-0.8363368361818081,53.12700854775861,10.07647599943079,20.094611216648744,0.236059250997,0.2361111111111111
32,-175.0,-14.0,180,-0.7674782973241833,52.950974434938864,9.319600735494323,18.56111803228772,0.237433956365,0.2375
32,-175.0,-13.0,180,-0.697927818296879,52.79196896259631,8.566920785383495,17.032833437880555,0.238808661732,0.2388888888888889
32,-175.0,-12.0,180,-0.6277450838053251,52.65014710626987,7.821115250805911,15.514816587232273,0.240183367099,0.24027777777777778
32,-175.0,-11.0,180,-0.5569926875166666,52.52564867420633,7.085820090586547,14.013907005914046,0.241558072466,0.24166666666666667
32,-175.0,-10.0,180,-0.48573588615579383,52.41859764233038,6.366129521740534,12.53971089230259,0.242932777834,0.24305555555555555
32,-175.0,-9.0,180,-0.41404232495022475,52.329101554317226,5.669413535591478,11.106260458892569,0.244503908265,0.24444444444444444
32,-175.0,-8.0,180,-0.34198173680202915,52.257250993377,5.006644450694799,9.734834167950433,0.245878613632,0.24583333333333332
32,-175.0,-7.0,180,-0.2696256180754273,52.20311913169597,4.394494114938456,8.458711368269599,0.247253318999,0.24722222222222223
32,-175.0,-6.0,180,-0.19704688435458734,52.16676136269942,3.858273443301098,7.3305479993524525,0.248628024366,0.24861111111111112
32,-175.0,-5.0,180,-0.12431950993353441,52.14821502041003,3.434645873353487,6.430849217589893,0.250002729734,0.25
32,-175.0,-4.0,180,-0.05151815513598422,52.147499189204545,3.169668773644692,5.867004517584695,0.251377396518,0.2513888888888889
32,-175.0,-3.0,180,0.021282214183746408,52.16461460622393,3.1044153548483346,5.739143244384688,0.252752101885,0.25277777777777777
32,-175.0,-2.0,180,0.09400671044462883,52.19954365759888,3.2507084118487644,6.07410377181955,0.254126807252,0.25416666666666665
32,-175.0,-1.0,180,0.1665809068668203,52.252250468536886,3.5821643006648207,6.80229704966494,0.25550151262,0.25555555555555554
32,-175.0,0.0,180,0.23893121417402713,52.32268108619715,4.052802589321794,7.81240176643851,0.256876217987,0.2569444444444444
32,-175.0,1.0,180,0.31098524704925,52.410763753182366,4.6193006786615545,9.007549504066823,0.258250923354,0.25833333333333336
32,-175.0,2.0,180,0.382672176143797,52.51640926843074,5.2496220023583735,10.320861214751858,0.259625628721,0.25972222222222224
32,-175.0,3.0,180,0.4539230617457798,52.639511431304975,5.922245573590914,11.709661514638663,0.261000334089,0.2611111111111111
32,-175.0,4.0,180,0.5246711655957745,52.7799475637833,6.623062667999277,13.146936948230051,0.262375039456,0.2625
32,-175.0,5.0,180,0.5948522377816778,52.93757910486629,7.342735532083262,14.615195679291102,0.263946169887,0.2638888888888889
32,-175.0,6.0,180,0.6644047761382464,53.11225227063853,8.074931330482453,16.10271362791406,0.265320875254,0.2652777777777778
32,-175.0,7.0,180,0.7332702561042413,53.30379877287654,8.815223282659524,17.60132948939659,0.266695580621,0.26666666666666666
32,-175.0,8.0,180,0.801393329536437,53.512036588682825,9.56041934708691,19.10514899899607,0.268070285988,0.26805555555555555
32,-175.0,9.0,180,0.8687219915296054,53.7367707733433,10.308144505302737,20.609766980132715,0.269444991356,0.26944444444444443
32,-175.0,10.0,180,0.9352077148310636,53.97779430846264,11.056579610040313,22.11179204610694,0.27081965814,0.2708333333333333
32,-175.0,11.0,180,1.0008055519539663,54.23488897741405,11.80429396836935,23.60854982450426,0.272194363507,0.2722222222222222
32,-175.0,12.0,180,1.0654742055743323,54.50782626024726,12.550134922129343,25.097894222775036,0.273569068875,0.27361111111111114
32,-175.0,13.0,180,1.1291760682332534,54.79636824041202,13.293152850345946,26.578084267756505,0.274943774242,0.275
32,-175.0,14.0,180,1.1918772327503881,55.100268515974136,14.032552747654933,28.047706008631447,0.276318479609,0.2763888888888889
32,-175.0,15.0,180,1.2535474750831972,55.41927310839983,14.767658022257507,29.50561948461873,0.277693184976,0.2777777777777778
32,-175.0,16.0,180,1.3141602116348525,55.75312136245796,15.497885666205583,30.95092434812846,0.279067890343,0.2791666666666667
32,-175.0,17.0,180,1.3736924332220857,56.101546831320945,16.222730129930344,32.382936780762165,0.280442595711,0.28055555555555556
32,-175.0,18.0,180,1.4321246180630411,56.46427814151334,16.941749547217498,33.80117224927456,0.281817301078,0.28194444444444444
32,-175.0,19.0,180,1.4894406262372482,56.84103983295848,17.654556986104108,35.20532967628295,0.283192006445,0.2833333333333333
32,-175.0,20.0,180,1.5456275781088513,57.23155316998485,18.360812934016867,36.59527940700639,0.284763136876,0.2847222222222222
32,-175.0,21.0,180,1.6006757191953582,57.63553691976824,19.060220982053828,37.971046587956444,0.286137842243,0.2861111111111111
32,-175.0,22.0,180,1.654578273912755,58.05270809529158,19.752523920907034,39.3327949822331,0.287512547611,0.2875
32,-175.0,23.0,180,1.707331290540139,58.482782660490024,20.437497875924784,40.68080083571281,0.288887252978,0.28888888888888886
32,-175.0,24.0,180,1.7589334796292495,58.9254761958087,21.114952641422942,42.01543016303668,0.290261919762,0.2902777777777778
32,-175.0,25.0,180,1.8093860479424977,59.38050452292683,21.784726973987198,43.337106130795085,0.29163662513,0.2916666666666667
32,-175.0,26.0,180,1.8586925298435568,59.84758428789074,22.446685552403693,44.64627108585841,0.293011330497,0.29305555555555557
32,-175.0,27.0,180,1.9068586178925093,60.32643350234293,23.10071769187191,45.94335171249404,0.294386035864,0.29444444444444445
32,-175.0,28.0,180,1.9538919942183948,60.81677204294057,23.746732468597017,47.228714521011945,0.295760741231,0.29583333333333334
32,-175.0,29.0,180,1.999802164060061,61.31832210941053,24.384656819794305,48.502625929691966,0.297135446598,0.2972222222222222
32,-175.0,30.0,180,2.0446002926855336,61.83080864200403,25.014431805303996,49.765214978115964,0.298510151966,0.2986111111111111
32,-175.0,31.0,180,2.08829904672397,62.35395969938154,25.636009756092562,51.016438843796465,0.299884857333,0.3
32,-175.0,32.0,180,2.1309124407752873,62.887506798184326,26.249350004580407,52.25605518331311,0.3012595627,0.3013888888888889
32,-175.0,33.0,180,2.1724556900029697,63.43118521573628,26.854416270479764,53.483607998949026,0.302634268067,0.30277777777777776
32,-175.0,34.0,180,2.2129450692667367,63.9847342574677,27.45117473890385,54.69842518185577,0.304205398498,0.30416666666666664
32,-175.0,35.0,180,2.2523977792151295,64.54789749076402,28.039589885755827,55.89962572624621,0.305580103866,0.3055555555555556
32,-175.0,36.0,180,2.2908318196336395,65.12042294702782,28.619624683518204,57.086149677106256,0.306954809233,0.30694444444444446
32,-175.0,37.0,180,2.328265870232926,65.70206329379165,29.191238933733285,58.25679647053425,0.3083295146,0.30833333333333335
32,-175.0,38.0,180,2.3647191789629076,66.29257597874911,29.75438893315322,59.410280481260195,0.309704181385,0.30972222222222223
32,-175.0,39.0,180,2.4002114578526164,66.89172334757632,30.30902883860083,60.54529740128013,0.311078886752,0.3111111111111111
32,-175.0,40.0,180,2.434762786301598,67.49927273740163,30.85511284405445,61.66059837508135,0.312453592119,0.3125
32,-175.0,41.0,180,2.468393521685882,68.1149965477514,31.392597362919293,62.75506794294237,0.313828297486,0.3138888888888889
32,-175.0,42.0,180,2.5011242170894397,68.73867229075599,31.921444580268528,63.82779899790622,0.315203002853,0.31527777777777777
32,-175.0,43.0,180,2.53297554592951,69.37008262234309,32.441625668416854,64.87816111791211,0.316577708221,0.31666666666666665
32,-175.0,44.0,180,2.563968233210583,70.00901535608476,32.95312574597552,65.90585583548894,0.317952413588,0.31805555555555554
32,-175.0,45.0,180,2.594122993116101,70.6552634612892,33.45594615039665,66.91095061207494,0.319327118955,0.3194444444444444
32,-175.0,46.0,180,2.6234604726283277,71.30862504685548,33.95010874376059,67.89389254061336,0.320701824322,0.32083333333333336
32,-175.0,47.0,180,2.65200120085434,71.96890333232828,34.435657066382745,68.855492915178,0.32207652969,0.32222222222222224
32,-175.0,48.0,180,2.6797655437291104,72.63590660750731,34.91265815776519,69.79688630310059,0.323647660121,0.3236111111111111
32,-175.0,49.0,180,2.7067736637641646,73.30944818188503,35.3812017056088,70.71946199112004,0.325022365488,0.325
32,-175.0,50.0,180,2.733045484511789,73.989346325103,35.841398651063486,71.62477371696221,0.326397070855,0.3263888888888889
32,-175.0,51.0,180,2.7586006594195576,74.6754241995345,36.29337776878699,72.51443163555899,0.327771776222,0.3277777777777778
32,-175.0,52.0,180,2.783458544757307,75.36750978602399,36.737281349969216,73.38998752860127,0.329146443007,0.32916666666666666
32,-175.0,53.0,180,2.8076381763083456,76.06543580373301,37.17325961147428,74.25281894347746,0.330521148374,0.33055555555555555
32,-175.0,54.0,180,2.8311582495278995,76.76903962497116,37.60146504232156,75.1040272633622,0.331895853741,0.33194444444444443
32,-175.0,55.0,180,2.85403710288434,77.47816318581542,38.02204664200871,75.94435638423454,0.333270559108,0.3333333333333333
32,-175.0,56.0,180,2.8762927041122377,78.19265289325503,38.43514358610962,76.77413994564577,0.334645264476,0.3347222222222222
32,-175.0,57.0,180,2.897942639120273,78.91235952953369,38.840882189954854,77.59329055930505,0.336019969843,0.33611111111111114
32,-175.0,58.0,180,2.919004103311524,79.63713815429911,39.23937189671841,78.40132192966773,0.33739467521,0.3375
32,-175.0,59.0,180,2.939493895088096,80.3668480051128,39.63070432115709,79.19741317997351,0.338769380577,0.3388888888888889
32,-175.0,60.0,180,2.959428411326597,81.10135239681819,40.01495408490661,79.98050661708189,0.340144085945,0.3402777777777778
32,-175.0,61.0,180,2.9788236446251304,81.84051862021602,40.39218107199983,80.74942851979445,0.341518791312,0.3416666666666667
32,-175.0,62.0,180,2.9976951821364564,82.58421784044768,40.762434922503445,81.50302371430158,0.343089921743,0.34305555555555556
32,-175.0,63.0,180,3.0160582058154475,83.33232499544376,41.12575950541268,82.24028908838666,0.34446462711,0.34444444444444444
32,-175.0,64.0,180,3.033927493921865,84.0847186947564,41.48220018789375,82.9604945553984,0.345839332477,0.3458333333333333
32,-175.0,65.0,180,3.0513174236320184,84.84128111905444,41.83180863899627,83.66327428197899,0.347214037845,0.3472222222222222
32,-175.0,66.0,180,3.0682419746245726,85.60189792052782,42.174648158416474,84.34868101797981,0.348588704629,0.3486111111111111
32,-175.0,67.0,180,3.0847147335170524,86.3664581244166,42.510798108602955,85.01719783472319,0.349963409996,0.35
32,-175.0,68.0,180,3.1007488990400778,87.1348540318501,42.84035574630591,85.66970162012602,0.351338115363,0.35138888888888886
32,-175.0,69.0,180,3.116357287846378,87.90698112415629,43.16343624374423,86.30738463077112,0.352712820731,0.3527777777777778
32,-175.0,70.0,180,3.1315523408608357,88.68273796877823,43.48017096446272,86.93164099554055,0.354087526098,0.3541666666666667
32,-175.0,71.0,180,3.1463461300865596,89.46202612691148,43.79070344625266,87.54393049260726,0.355462231465,0.35555555555555557
32,-175.0,72.0,180,3.16075036579002,90.24475006295914,44.09518435964163,88.14563563590904,0.356836936832,0.35694444444444445
32,-175.0,73.0,180,3.174776403995791,91.03081705588035,44.393765561260196,88.73792820925081,0.3582116422,0.35833333333333334
32,-175.0,74.0,180,3.1884352542283665,91.82013711249573,44.68659339516328,89.32166002166277,0.359586347567,0.3597222222222222
32,-175.0,75.0,180,3.2017375874449217,92.61262288279661,44.97380377365216,89.89729379739825,0.360961052934,0.3611111111111111
32,-175.0,76.0,180,3.214693744108791,93.40818957729293,45.255517698465916,90.46488060842171,0.362532183365,0.3625
32,-175.0,77.0,180,3.227313742358863,94.20675488642402,45.5318387437014,91.02408622312281,0.363906888732,0.3638888888888889
32,-175.0,78.0,180,3.2396072862350143,95.00823890204511,45.80285321115161,91.57426616115976,0.3652815941,0.36527777777777776
32,-175.0,79.0,180,3.2515837739243243,95.81256404099437,46.068631532385034,92.11457609741454,0.366656299467,0.36666666666666664
32,-175.0,80.0,180,3.2632523059968697,96.61965497073783,46.32923197397671,92.64410582362974,0.368030966251,0.3680555555555556
32,-175.0,81.0,180,3.2746216936037866,97.42943853708078,46.584705542836495,93.16201905715485,0.369405671618,0.36944444444444446
32,-175.0,82.0,180,3.285700466613612,98.24184369393132,46.83510196458567,93.6676817403618,0.370780376986,0.37083333333333335
32,-175.0,83.0,180,3.296496881666151,99.05680143509247,47.08047474511645,94.16076014795283,0.372155082353,0.37222222222222223
32,-175.0,84.0,180,3.307018930125845,99.87424472805864,47.320886129231205,94.6412795549441,0.37352978772,0.3736111111111111
32,-175.0,85.0,180,3.3172743459192406,100.69410844978609,47.5564101348818,95.10963331171499,0.374904493087,0.375
32,-175.0,86.0,180,3.3272706132434378,101.51632932440371,47.78713414701295,95.56654343436247,0.376279198455,0.3763888888888889
32,-175.0,87.0,180,3.337014974134464,102.34084586282948,48.013157832302255,96.01297769863618,0.377653903822,0.37777777777777777
32,-175.0,88.0,180,3.3465144358864154,103.16759830425312,48.23459087371152,96.45003446889969,0.379028609189,0.37916666666666665
32,-175.0,89.0,180,3.3557757783138373,103.9965285594459,48.451548788782475,96.8788130192773,0.380403314556,0.38055555555555554
32,-175.0,90.0,180,3.3648055608513596,104.82758015585587,48.664148016936764,97.30028581337217,0.381974444987,0.3819444444444444
32,-175.0,91.0,180,3.373610129485884,105.6606981844456,48.87250036101679,97.7151893613509,0.383349150355,0.38333333333333336
32,-175.0,92.0,180,3.382195623517858,106.49582924822901,49.07670948173328,98.12395388064503,0.384723855722,0.38472222222222224
32,-175.0,93.0,180,3.3905679821491743,107.33292141246368,49.27686623548471,98.52667256111837,0.386098561089,0.3861111111111111
32,-175.0,94.0,180,3.398732950896214,108.17192415645312,49.473047819015996,98.92312256104992,0.387473227873,0.3875
32,-175.0,95.0,180,3.4066960878273216,109.01278832691598,49.66531780218344,99.31282883997311,0.388847933241,0.3888888888888889
32,-175.0,96.0,180,3.4144627696247567,109.85546609287624,49.8537281571784,99.69516151613271,0.390222638608,0.3902777777777778
32,-175.0,97.0,180,3.422038197471802,110.69991090203013,50.03832251651155,100.06945331713548,0.391597343975,0.39166666666666666
32,-175.0,98.0,180,3.4294274027661973,111.54607743854756,50.21914056560548,100.4351178163295,0.392972049342,0.39305555555555555
32,-175.0,99.0,180,3.436635252661626,112.39392158226129,50.396222780891215,100.79175305575954,0.39434675471,0.39444444444444443
32,-175.0,100.0,180,3.4436664554393284,113.24340036920421,50.569614149167364,101.13921356606934,0.395721460077,0.3958333333333333
32,-175.0,101.0,180,3.450525565712276,114.09447195344984,50.739367547322665,101.47764236237978,0.397096165444,0.3972222222222222
32,-175.0,102.0,180,3.457216989464655,114.94709557021538,50.90554494688136,101.80745877943382,0.398470870811,0.39861111111111114
32,-175.0,103.0,180,3.4637449889296352,115.80123150018699,51.068217496113164,102.12930447754877,0.399845576178,0.4
32,-175.0,104.0,180,3.470113687308611,116.65684103502547,51.22746351667958,102.44395744022472,0.40141670661,0.4013888888888889
32,-175.0,105.0,180,3.476327073335256,117.5138864440153,51.383365512895104,102.75222748802733,0.402791411977,0.4027777777777778
32,-175.0,106.0,180,3.482389005687896,118.37233094181681,51.53600629091751,103.05484946878275,0.404166117344,0.4041666666666667
32,-175.0,107.0,180,3.48830321725375,119.23213865728536,51.68546541293031,103.3523920665189,0.405540822711,0.40555555555555556
32,-175.0,108.0,180,3.4940733192487308,120.09327460332064,51.83181517730568,103.64519290692651,0.406915489496,0.40694444444444444
32,-175.0,109.0,180,3.499702805196492,120.95570464771026,51.97511876091488,103.93333307231278,0.408290194863,0.4083333333333333
32,-175.0,110.0,180,3.5051950547704616,121.81939548493361,52.1154288797651,104.2166503017726,0.40966490023,0.4097222222222222
32,-175.0,111.0,180,3.510553337502624,122.68431460889227,52.25278840362916,104.49479123578138,0.411039605597,0.4111111111111111
32,-175.0,112.0,180,3.515780816362771,123.5504302865339,52.387232370663085,104.76729021956432,0.412414310965,0.4125
32,-175.0,113.0,180,3.5208805512119854,124.41771153233866,52.51879066888547,105.03366348449015,0.413789016332,0.41388888888888886
32,-175.0,114.0,180,3.5258555021340023,125.28612808363685,52.647491334598456,105.29350188431165,0.415163721699,0.4152777777777778
32,-175.0,115.0,180,3.5307085326481578,126.15565037672792,52.77336435914946,105.54654931806505,0.416538427066,0.4166666666666667
32,-175.0,116.0,180,3.535442412807478,127.02624952377288,52.896443935909296,105.79275259852369,0.417913132433,0.41805555555555557
32,-175.0,117.0,180,3.540059822185505,127.89789729043028,53.01677050806694,106.03227663910823,0.419287837801,0.41944444444444445
32,-175.0,118.0,180,3.5445633527552833,128.77056607421116,53.13439100259785,106.26548433633847,0.420858968232,0.42083333333333334
32,-175.0,119.0,180,3.5489555116639897,129.64422888352433,53.24935822031082,106.49288386101284,0.422233673599,0.4222222222222222
32,-175.0,120.0,180,3.553238723906483,130.5188593173878,53.36172866936796,106.7150544889389,0.423608378966,0.4236111111111111
32,-175.0,121.0,180,3.5574153349010746,131.39443154578257,53.47155994384822,106.9325625719756,0.424983084333,0.425
32,-175.0,122.0,180,3.5614876129706863,132.27092029062246,53.57890774334912,107.1458824058632,0.426357751118,0.4263888888888889
32,-175.0,123.0,180,3.5654577517324997,133.1483008073203,53.683823310188465,107.35533519525191,0.427732456485,0.42777777777777776
32,-175.0,124.0,180,3.5693278723991115,134.02654886692582,53.78635129873947,107.56105400954252,0.429107161852,0.42916666666666664
32,-175.0,125.0,180,3.573100025994125,134.9056407388142,53.88652891235321,107.76298194806948,0.43048186722,0.4305555555555556
32,-175.0,126.0,180,3.576776195485025,135.78555317390624,53.98438604229362,107.96090093938169,0.431856572587,0.43194444444444446
32,-175.0,127.0,180,3.5803582978360913,136.66626338839762,54.07994648132745,108.15448616773324,0.433231277954,0.43333333333333335
32,-175.0,128.0,180,3.5838481859840328,137.5477490479795,54.17323017005836,108.34337640974898,0.434605983321,0.43472222222222223
32,-175.0,129.0,180,3.587247650738923,138.42998825253193,54.26425547769026,108.52724684307717,0.435980688688,0.4361111111111111
32,-175.0,130.0,180,3.59055842261294,139.31295952127022,54.353041919215286,108.7058737806666,0.437355394056,0.4375
32,-175.0,131.0,180,3.593782173579339,140.19664177832937,54.439612131797425,108.87917900725034,0.438730099423,0.4388888888888889
32,-175.0,132.0,180,3.5969205187639957,141.08101433876735,54.523993072808,109.04724771978871,0.440301229854,0.44027777777777777
32,-175.0,133.0,180,3.5999750180717625,141.9660568949722,54.606216498457314,109.21031831052959,0.441675935221,0.44166666666666665
32,-175.0,134.0,180,3.6029471777498343,142.85174950345763,54.68631823443396,109.36874567030124,0.443050640588,0.44305555555555554
32,-175.0,135.0,180,3.605838451890206,143.73807257202978,54.7643365014202,109.52294584092431,0.444425345956,0.4444444444444444
32,-175.0,136.0,180,3.608650243873249,144.62500684731336,54.84031012529279,109.67333222322598,0.44580001274,0.44583333333333336
32,-175.0,137.0,180,3.61138390775436,145.5125334026206,54.91427617397294,109.82025370650122,0.447174718107,0.44722222222222224
32,-175.0,138.0,180,3.6140407495955396,146.40063362615004,54.98626816234532,109.96394613742763,0.448549423474,0.4486111111111111
32,-175.0,139.0,180,3.6166220287437087,147.28928920950293,55.0563145128409,110.10450427364042,0.449924128842,0.45
32,-175.0,140.0,180,3.619128959057499,148.1784821365019,55.12443797879845,110.24187890712449,0.451298834209,0.4513888888888889
32,-175.0,141.0,180,3.621562710084169,149.0681946723027,55.19065625595581,110.37589913642478,0.452673539576,0.4527777777777778
32,-175.0,142.0,180,3.623924408188239,149.95840935278366,55.25498263781461,110.5063135209802,0.454048244943,0.45416666666666666
32,-175.0,143.0,180,3.6262151376333978,150.84910897420403,55.31742798922205,110.63284461324868,0.455422950311,0.45555555555555555
32,-175.0,144.0,180,3.6284359416191063,151.74027658311817,55.378002519551366,110.75524519484838,0.456797655678,0.45694444444444443
32,-175.0,145.0,180,3.63058782327335,152.63189546653533,55.43671774386859,110.8733475233154,0.458172361045,0.4583333333333333
32,-175.0,146.0,180,3.6326717466028513,153.52394914231422,55.49358775363383,110.98709651257171,0.459743491476,0.4597222222222222
32,-175.0,147.0,180,3.6346886374020406,154.4164213497828,55.54863006911765,111.09656233801721,0.461118196843,0.46111111111111114
32,-175.0,148.0,180,3.6366393841220246,155.30929604057164,55.6018655672986,111.20193006706992,0.462492902211,0.4625
32,-175.0,149.0,180,3.6385248387007083,156.20255736965356,55.65331784546558,111.30346983196631,0.463867607578,0.4638888888888889
32,-175.0,150.0,180,3.6403458173552137,157.09618968657836,55.703011822739676,111.40149255516415,0.465242274362,0.4652777777777778
32,-175.0,151.0,180,3.642103101337651,157.99017752689383,55.75097217045987,111.49629967882285,0.466616979729,0.4666666666666667
32,-175.0,152.0,180,3.6437974376552584,158.88450560374542,55.7972216160739,111.58813588269422,0.467991685097,0.46805555555555556
32,-175.0,153.0,180,3.6454295397558987,159.77915879964385,55.84177959060155,111.67715304517138,0.469366390464,0.46944444444444444
32,-175.0,154.0,180,3.6470000881798175,160.6741221583947,55.884661417890165,111.76339129465707,0.470741095831,0.4708333333333333
32,-175.0,155.0,180,3.6485097311785446,161.56938087717973,55.92587804995519,111.84677985348318,0.472115801198,0.4722222222222222
32,-175.0,156.0,180,3.6499590853017603,162.46492029878326,55.96543663673611,111.92715750355585,0.473490506566,0.4736111111111111
32,-175.0,157.0,180,3.651348735952938,163.36072590395577,56.003341523339365,112.00430794957869,0.474865211933,0.475
32,-175.0,158.0,180,3.652679237914467,164.2567833039061,56.03959573697938,112.0780037687613,0.4762399173,0.47638888888888886
32,-175.0,159.0,180,3.653951115842996,165.1530782329167,56.07420236246529,112.1480508395766,0.477614622667,0.4777777777777778
32,-175.0,160.0,180,3.6551648647356187,166.04959654107293,56.10716603065969,112.2143257803405,0.479185753098,0.4791666666666667
32,-175.0,161.0,180,3.6563209503675544,166.94632418710032,56.13849372999293,112.27679943377731,0.480560458466,0.48055555555555557
32,-175.0,162.0,180,3.6574198097018904,167.84324723130302,56.16819524926268,112.33554321795549,0.481935163833,0.48194444444444445
32,-175.0,163.0,180,3.658461851271908,168.740351828596,56.19628278939292,112.39071704414152,0.4833098692,0.48333333333333334
32,-175.0,164.0,180,3.6594474555365477,169.63762422162466,56.222770269874744,112.44254180800182,0.484684535984,0.4847222222222222
32,-175.0,165.0,180,3.660376975209418,170.53505073396593,56.24767201381586,112.49126154376411,0.486059241352,0.4861111111111111
32,-175.0,166.0,180,3.66125073556184,171.43261776340302,56.27100145930298,112.53710189374215,0.487433946719,0.4875
32,-175.0,167.0,180,3.662069034700279,172.3303117752693,56.29276984788558,112.58023253506114,0.488808652086,0.4888888888888889
32,-175.0,168.0,180,3.6628321438185476,173.2281192958536,56.31298522595871,112.62073995196756,0.490183357453,0.49027777777777776
32,-175.0,169.0,180,3.663540307425109,174.12602690586135,56.33165204294203,112.65861535408307,0.491558062821,0.49166666666666664
32,-175.0,170.0,180,3.664193743545759,175.02402123392628,56.34877118758286,112.69375939327404,0.492932768188,0.4930555555555556
32,-175.0,171.0,180,3.6647926439019662,175.9220889501647,56.364340662836206,112.72600276243885,0.494307473555,0.49444444444444446
32,-175.0,172.0,180,3.6653371740650815,176.82021675976884,56.378356652163426,112.7551387358583,0.495682178922,0.49583333333333335
32,-175.0,173.0,180,3.6658274735866234,177.71839139663172,56.3908147563712,112.78096153135502,0.49705688429,0.49722222222222223
32,-175.0,174.0,180,3.6662636561048014,178.61659961699775,56.40171126482877,112.8033040391113,0.498628014721,0.4986111111111111
32,-175.0,175.0,180,3.6666458094274,179.51482819313486,56.41104417580807,112.82206795818104,0.500002720088,0.5
32,-175.0,176.0,180,3.6669739955911296,180.4130639070198,56.41881379757713,112.83724125083789,0.501377425455,0.5013888888888889
32,-175.0,177.0,180,3.667248250897515,181.31129354403345,56.42502274849015,112.84889977794667,0.502752130822,0.5027777777777778
32,-175.0,178.0,180,3.6674685859253446,182.20950388665867,56.429675580356964,112.8571933728668,0.504126797607,0.5041666666666667
32,-175.0,179.0,180,3.667634985519701,183.10768170817542,56.43277777464616,112.86231829568952,0.505501502974,0.5055555555555555
32,-175.0,180.0,180,-3.6677474087575272,175.9941862336519,56.43433458789529,112.86448162000356,0.506876208341,0.5069444444444444
32,-174.0,-180.0,180,-3.667196243314795,175.1932640347664,56.42759992535847,112.85032472212698,0.00825147315904,0.008333333333333333
32,-174.0,-179.0,180,-3.667271320210434,174.29533192313252,56.42778840542806,112.85050259947195,0.00962617852627,0.009722222222222222
32,-174.0,-178.0,180,-3.6672921767462303,173.3974840735146,56.42643592918601,112.84806077955841,0.0111973089573,0.011111111111111112
32,-174.0,-177.0,180,-3.6672586779635012,172.49973385736982,56.423536828128526,112.84294045281557,0.0125720143246,0.0125
32,-174.0,-176.0,180,-3.6671706626362326,171.6020946928886,56.41908233096303,112.83500128542038,0.0139467196918,0.013888888888888888
32,-174.0,-175.0,180,-3.667027943098516,170.70458005147725,56.413061345216626,112.82404487048979,0.015321425059,0.015277777777777777
32,-174.0,-174.0,180,-3.6668303050474704,169.8072034642897,56.405461619674476,112.80984843489689,0.0166961304262,0.016666666666666666
32,-174.0,-173.0,180,-3.666577507321385,168.9099785288138,56.39627103885135,112.7922027563585,0.0180708357935,0.018055555555555554
32,-174.0,-172.0,180,-3.666269281652751,168.0129189155185,56.38547875980223,112.77094767291958,0.0194455025779,0.019444444444444445
32,-174.0,-171.0,180,-3.6659053323958526,167.11603837456786,56.37307596090032,112.74599880137163,0.0208202079451,0.020833333333333332
32,-174.0,-170.0,180,-3.6654853362285023,166.21935074260907,56.35905625785319,112.7173608804449,0.0221949133123,0.022222222222222223
32,-174.0,-169.0,180,-3.6650089418275353,165.32286994963914,56.34341546215937,112.68512509199971,0.0235696186796,0.02361111111111111
32,-174.0,-168.0,180,-3.6644757695175767,164.42661002595906,56.3261507989405,112.64945056238521,0.0249443240468,0.025
32,-174.0,-167.0,180,-3.663885410892594,163.53058510921966,56.3072598186589,112.61053349406363,0.026319029414,0.02638888888888889
32,-174.0,-166.0,180,-3.663237428409725,162.63480945156792,56.286739173938976,112.56856924903457,0.0276937347813,0.027777777777777776
32,-174.0,-165.0,180,-3.6625313549547753,161.73929742689918,56.26458322208041,112.52371335422968,0.0290684401485,0.029166666666666667
32,-174.0,-164.0,180,-3.661766693378797,160.84406353822348,56.24078311238639,112.47604905792828,0.0306395705795,0.030555555555555555
32,-174.0,-163.0,180,-3.6609429160051,159.94912242515161,56.2153262593483,112.42556723204056,0.0320142759468,0.03194444444444444
