L,phi,psi,omega,d,theta,rg,re,R
10,-174.0,-107.0,180,-3.48543898693,110.865618753,223.578747875,29.841200917,0.109783322436
10,-174.0,-106.0,180,-3.47889624061,110.020954024,222.172055051,29.7454734488,0.111158027803
10,-174.0,-105.0,180,-3.47217142167,109.178048612,220.739448205,29.6480646571,0.11253273317
10,-174.0,-104.0,180,-3.46525951203,108.336948849,219.280612325,29.5489544616,0.113907438537
10,-174.0,-103.0,180,-3.45815532002,107.497702337,217.795210248,29.4481161332,0.115282143905
10,-174.0,-102.0,180,-3.45085347444,106.660357996,216.282883324,29.3455159632,0.116656810689
10,-174.0,-101.0,180,-3.44334841838,105.824966101,214.743249463,29.2411127457,0.118031516056
10,-174.0,-100.0,180,-3.43563440292,104.991578333,213.175905281,29.1348574088,0.119406221423
10,-174.0,-99.0,180,-3.42770548057,104.160247828,211.580430412,29.0266932407,0.120780926791
10,-174.0,-98.0,180,-3.41955549859,103.331029223,209.956386868,28.9165552767,0.122155632158
10,-174.0,-97.0,180,-3.41117809204,102.503978708,208.303322579,28.8043706355,0.123530337525
10,-174.0,-96.0,180,-3.40256667672,101.679154082,206.620773093,28.6900583382,0.124905042892
10,-174.0,-95.0,180,-3.39371444189,100.856614803,204.908272352,28.5735298621,0.12627974826
10,-174.0,-94.0,180,-3.38461434277,100.036422046,203.165343582,28.4546888285,0.127850878691
10,-174.0,-93.0,180,-3.37525909296,99.218638764,201.391517769,28.3334319476,0.129225584058
10,-174.0,-92.0,180,-3.36564115655,98.4033297429,199.586324609,28.2096488543,0.130600289425
10,-174.0,-91.0,180,-3.35575274022,97.5905616674,197.7493092,28.0832231157,0.131974994792
10,-174.0,-90.0,180,-3.34558578505,96.7804031833,195.880027666,27.9540324064,0.13334970016
10,-174.0,-89.0,180,-3.33513195822,95.9729249632,193.978060244,27.821949557,0.134724405527
10,-174.0,-88.0,180,-3.32438264468,95.1681997748,192.043007703,27.6868427952,0.136099072311
10,-174.0,-87.0,180,-3.3133289385,94.3663025502,190.074505264,27.5485770071,0.137473777678
10,-174.0,-86.0,180,-3.30196163436,93.5673104582,188.072222615,27.4070141321,0.138848483046
10,-174.0,-85.0,180,-3.29027121875,92.7713029778,186.035868227,27.2620141382,0.140223188413
10,-174.0,-84.0,180,-3.27824786125,91.9783619745,183.965202419,27.1134362359,0.14159789378
10,-174.0,-83.0,180,-3.26588140572,91.1885717782,181.860029161,26.9611390493,0.142972599147
10,-174.0,-82.0,180,-3.25316136158,90.4020192634,179.720215684,26.8049823043,0.144347304515
10,-174.0,-81.0,180,-3.24007689499,89.6187939315,177.545684919,26.6448270148,0.145722009882
10,-174.0,-80.0,180,-3.22661682026,88.8389879946,175.336424995,26.4805368901,0.147293140313
10,-174.0,-79.0,180,-3.21276959131,88.0626964625,173.09249366,26.3119789388,0.14866784568
10,-174.0,-78.0,180,-3.19852329334,87.29001723,170.81402108,26.1390243711,0.150042551047
10,-174.0,-77.0,180,-3.18386563473,86.5210511677,168.501208326,25.9615491173,0.151417256414
10,-174.0,-76.0,180,-3.16878393927,85.7559022137,166.154342501,25.7794352638,0.152791961782
10,-174.0,-75.0,180,-3.15326513872,84.9946774671,163.773782761,25.5925708682,0.154166667149
10,-174.0,-74.0,180,-3.13729576591,84.2374872834,161.359972607,25.4008509657,0.155541333933
10,-174.0,-73.0,180,-3.12086194831,83.4844453716,158.913440177,25.2041784277,0.156916039301
10,-174.0,-72.0,180,-3.10394940229,82.7356688916,156.434796948,25.0024638821,0.158290744668
10,-174.0,-71.0,180,-3.08654342813,81.9912785543,153.924740522,24.7956266039,0.159665450035
10,-174.0,-70.0,180,-3.06862890589,81.251398721,151.3840544,24.5835946922,0.161040155402
10,-174.0,-69.0,180,-3.05019029233,80.5161575048,148.813600038,24.3663047898,0.16241486077
10,-174.0,-68.0,180,-3.03121161887,79.785686872,146.214331155,24.1437034061,0.163789566137
10,-174.0,-67.0,180,-3.011676491,79.0601227433,143.587281117,23.9157459375,0.165164271504
10,-174.0,-66.0,180,-2.99156808902,78.3396050949,140.933562503,23.6823969914,0.166735401935
10,-174.0,-65.0,180,-2.9708691705,77.6242780597,138.254376702,23.4436312004,0.168110107302
10,-174.0,-64.0,180,-2.94956207458,76.9142900262,135.550994247,23.1994315414,0.169484812669
10,-174.0,-63.0,180,-2.9276287283,76.2097937368,132.82476846,22.9497905051,0.170859518037
10,-174.0,-62.0,180,-2.9050506552,75.5109463837,130.077126369,22.6947091692,0.172234223404
10,-174.0,-61.0,180,-2.88180898648,74.8179097021,127.309565837,22.4341970056,0.173608928771
10,-174.0,-60.0,180,-2.85788447491,74.1308500599,124.523656603,22.1682717861,0.174983595556
10,-174.0,-59.0,180,-2.83325751176,73.4499385435,121.721038354,21.8969589393,0.176358300923
10,-174.0,-58.0,180,-2.80790814709,72.7753510391,118.903417197,21.6202913511,0.17773300629
10,-174.0,-57.0,180,-2.78181611365,72.1072683072,116.072560627,21.3383084908,0.179107711657
10,-174.0,-56.0,180,-2.75496085474,71.4458760517,113.230301111,21.0510566204,0.180482417024
10,-174.0,-55.0,180,-2.7273215563,70.7913649804,110.37853261,20.7585876841,0.181857122392
10,-174.0,-54.0,180,-2.69887718363,70.1439308572,107.519201696,20.4609590824,0.183231827759
10,-174.0,-53.0,180,-2.66960652298,69.503774544,104.654320784,20.1582333879,0.184606533126
10,-174.0,-52.0,180,-2.63948822853,68.871102032,101.785954138,19.8504778937,0.186177663557
10,-174.0,-51.0,180,-2.60850087486,68.2461244597,98.9162196558,19.5377635639,0.187552368924
10,-174.0,-50.0,180,-2.57662301551,67.6290581173,96.0472880792,19.2201652313,0.188927074292
10,-174.0,-49.0,180,-2.5438332477,67.020124436,93.1813882502,18.89776163,0.190301779659
10,-174.0,-48.0,180,-2.51011028379,66.4195499597,90.3207927208,18.5706335313,0.191676485026
10,-174.0,-47.0,180,-2.47543302959,65.8275662979,87.4678294537,18.2388652819,0.193051190393
10,-174.0,-46.0,180,-2.43978066982,65.2444100592,84.624876222,17.902543686,0.194425857178
10,-174.0,-45.0,180,-2.40313276101,64.6703227612,81.7943570611,17.5617574172,0.195800562545
10,-174.0,-44.0,180,-2.365469332,64.1055507179,78.9787475565,17.2165980217,0.197175267912
10,-174.0,-43.0,180,-2.32677099208,63.5503449,76.1805663696,16.8671591285,0.198549973279
10,-174.0,-42.0,180,-2.287019047,63.004960768,73.4023812185,16.5135366511,0.199924678647
10,-174.0,-41.0,180,-2.24619562262,62.4696580764,70.6468048936,16.1558293413,0.201299384014
10,-174.0,-40.0,180,-2.20428379625,61.944700645,67.9164934938,15.7941386163,0.202674089381
10,-174.0,-39.0,180,-2.16126773537,61.4303560985,65.2141403711,15.4285686087,0.204048794748
10,-174.0,-38.0,180,-2.11713284338,60.9268955702,62.5424857261,15.0592279856,0.205619925179
10,-174.0,-37.0,180,-2.071865912,60.4345933696,59.9042998363,14.6862285533,0.206994630547
10,-174.0,-36.0,180,-2.02545527952,59.9537266119,57.3023927764,14.3096876674,0.208369335914
10,-174.0,-35.0,180,-1.97789099437,59.4845748083,54.7396032832,13.9297282048,0.209744041281
10,-174.0,-34.0,180,-1.92916498275,59.0274194157,52.2187929897,13.5464789917,0.211118746648
10,-174.0,-33.0,180,-1.87927121957,58.5825433457,49.7428510563,13.1600776069,0.212493452016
10,-174.0,-32.0,180,-1.828205901,58.1502304312,47.31468256,12.7706697293,0.2138681188
10,-174.0,-31.0,180,-1.77596761747,57.7307648522,44.937203845,12.3784125205,0.215242824167
10,-174.0,-30.0,180,-1.72255752529,57.3244305189,42.6133382688,11.9834750039,0.216617529534
10,-174.0,-29.0,180,-1.66797951495,56.9315104146,40.346008175,11.586041021,0.217992234902
10,-174.0,-28.0,180,-1.61224037432,56.5522858988,38.1381275343,11.1863114022,0.219366940269
10,-174.0,-27.0,180,-1.55534994432,56.1870359717,35.9925933971,10.7845071648,0.220741645636
10,-174.0,-26.0,180,-1.4973212649,55.8360365035,33.9122841888,10.3808739166,0.222116351003
10,-174.0,-25.0,180,-1.43817070882,55.4995594303,31.9000399107,9.97568467142,0.223491056371
10,-174.0,-24.0,180,-1.37791810079,55.17787192,29.9586638794,9.56924763964,0.225062186802
10,-174.0,-23.0,180,-1.3165868194,54.8712355136,28.0909038498,9.16191108562,0.226436892169
10,-174.0,-22.0,180,-1.25420387937,54.5799052442,26.2994533806,8.7540736801,0.227811597536
10,-174.0,-21.0,180,-1.19079999162,54.3041287411,24.5869323088,8.34619529629,0.229186302903
10,-174.0,-20.0,180,-1.12640959882,54.0441453239,22.9558772629,7.93880961767,0.230561008271
10,-174.0,-19.0,180,-1.06107088439,53.8001850923,21.4087423791,7.53254625942,0.231935713638
10,-174.0,-18.0,180,-0.994825752826,53.5724680198,19.9478747929,7.12815144505,0.233310380422
10,-174.0,-17.0,180,-0.927719779934,53.3612030578,18.5755164275,6.72652233861,0.234685085789
10,-174.0,-16.0,180,-0.859802131608,53.166587257,17.2937843005,6.32874770102,0.236059791157
10,-174.0,-15.0,180,-0.791125450361,52.9888049154,16.1046725696,5.93616740675,0.237434496524
10,-174.0,-14.0,180,-0.721745709204,52.8280267599,15.0100341323,5.55044513729,0.238809201891
10,-174.0,-13.0,180,-0.651722033021,52.6844091689,14.0115761565,5.17367231863,0.240183907258
10,-174.0,-12.0,180,-0.581116488091,52.5580934457,13.1108518465,4.80849914339,0.241558612626
10,-174.0,-11.0,180,-0.509993840957,52.4492051473,12.3092533104,4.45830776326,0.242933317993
10,-174.0,-10.0,180,-0.438421288415,52.3578534793,11.6080053639,4.12742120141,0.244504448424
10,-174.0,-9.0,180,-0.366468160911,52.28413076,11.0081583588,3.82133185767,0.245879153791
10,-174.0,-8.0,180,-0.294205602168,52.2281119624,10.5105852268,3.54689560017,0.247253859158
10,-174.0,-7.0,180,-0.221706228324,52.1898543383,10.1159776687,3.31236179298,0.248628564526
10,-174.0,-6.0,180,-0.149043770281,52.1693971284,9.82484036771,3.12701960627,0.250003269893
10,-174.0,-5.0,180,-0.0762927033186,52.1667613627,9.63749248741,3.00020958261,0.25137797526
10,-174.0,-4.0,180,-0.00352786825923,52.1819497533,9.55406474386,2.93962721403,0.252752680627
10,-174.0,-3.0,180,0.0691759113016,52.21494668,9.57449974588,2.94936337696,0.254127347412
10,-174.0,-2.0,180,0.141744211159,52.2657182709,9.69855292716,3.02864695086,0.255502052779
10,-174.0,-1.0,180,0.214103383501,52.3342125742,9.9257949307,3.17208476147,0.256876758146
10,-174.0,0.0,180,0.286180924315,52.4203598222,10.2556139591,3.37123872477,0.258251463513
10,-174.0,1.0,180,0.357905826991,52.5240727817,10.6872193534,3.6165946934,0.259626168881
10,-174.0,2.0,180,0.429208918168,52.6452471888,11.2196482007,3.89907054852,0.261000874248
10,-174.0,3.0,180,0.500023172289,52.7837622618,11.8517683975,4.21079442156,0.262375579615
10,-174.0,4.0,180,0.570284001729,52.939481287,12.582286078,4.54531641519,0.263946710046
10,-174.0,5.0,180,0.639929519852,53.1122522706,13.4097533329,4.89751026376,0.265321415413
10,-174.0,6.0,180,0.708900774905,53.3019086502,14.3325743652,5.26335797936,0.266696120781
10,-174.0,7.0,180,0.777141953135,53.5082700574,15.3490141862,5.6397210603,0.268070826148
10,-174.0,8.0,180,0.84460055015,53.7311431254,16.4572081292,6.02414120508,0.269445531515
10,-174.0,9.0,180,0.911227509993,53.9703223316,17.6551702495,6.41467946454,0.270820236882
10,-174.0,10.0,180,0.976977331993,54.2255908695,18.9408003916,6.80979089382,0.272194942249
10,-174.0,11.0,180,1.04180814589,54.4967215397,20.3118977118,7.20823330115,0.273569609034
10,-174.0,12.0,180,1.10568175621,54.7834776544,21.7661656101,7.60899477508,0.274944314401
10,-174.0,13.0,180,1.16856365717,55.0856139471,23.3012256833,8.01124317222,0.276319019768
10,-174.0,14.0,180,1.23042301996,55.4028774802,24.9146238785,8.4142848213,0.277693725136
10,-174.0,15.0,180,1.29123265408,55.7350085449,26.6038407455,8.81753610118,0.279068430503
10,-174.0,16.0,180,1.35096894528,56.0817415465,28.3663019033,9.2205004063,0.28044313587
10,-174.0,17.0,180,1.40961177203,56.4428058711,30.1993822688,9.62274926372,0.281817841237
10,-174.0,18.0,180,1.46714440331,56.8179267267,32.1004222262,10.0239117552,0.283192546604
10,-174.0,19.0,180,1.52355337991,57.2068259568,34.0667250192,10.4236605907,0.284763677036
10,-174.0,20.0,180,1.57882838194,57.6092228215,36.0955739842,10.8217063378,0.286138382403
10,-174.0,21.0,180,1.63296208484,58.0248347433,38.1842354597,11.2177896851,0.28751308777
10,-174.0,22.0,180,1.68595000627,58.4533780159,40.3299627346,11.6116756355,0.288887793137
10,-174.0,23.0,180,1.73779034611,58.8945684729,42.530008043,12.0031504984,0.290262498504
10,-174.0,24.0,180,1.78848382177,59.3481221172,44.7816228852,12.3920172377,0.291637203872
10,-174.0,25.0,180,1.83803350054,59.8137557073,47.0820652591,12.7780931764,0.293011870656
10,-174.0,26.0,180,1.88644463094,60.291187303,49.4286027535,13.1612070053,0.294386576023
10,-174.0,27.0,180,1.93372447463,60.7801367691,51.8185196726,13.5411976824,0.295761281391
10,-174.0,28.0,180,1.97988214013,61.2803262374,54.2491158116,13.9179121993,0.297135986758
10,-174.0,29.0,180,2.02492841987,61.7914805283,56.7177108498,14.2912037633,0.298510692125
10,-174.0,30.0,180,2.06887563136,62.3133275329,59.221652304,14.6609326666,0.299885397492
10,-174.0,31.0,180,2.1117374635,62.8455985566,61.7583084252,15.0269629389,0.301260102859
10,-174.0,32.0,180,2.15352882876,63.3880286255,64.325079892,15.3891635358,0.302634808227
10,-174.0,33.0,180,2.19426572174,63.940356758,66.9193945745,15.7474074995,0.304205938658
10,-174.0,34.0,180,2.23396508463,64.5023262017,69.5387100036,16.1015700782,0.305580644025
10,-174.0,35.0,180,2.27264467978,65.0736846396,72.1805158206,16.4515307467,0.306955349392
10,-174.0,36.0,180,2.31032296975,65.6541843649,74.8423405078,16.797171944,0.308330054759
10,-174.0,37.0,180,2.34701900471,66.2435824287,77.5217417638,17.1383790486,0.309704760127
10,-174.0,38.0,180,2.38275231744,66.8416407603,80.2163187199,17.4750410112,0.311079465494
10,-174.0,39.0,180,2.41754282565,67.4481262639,82.9237033109,17.8070497599,0.312454132278
10,-174.0,40.0,180,2.45141074174,68.0628108918,85.6415684046,18.1343013244,0.313828837646
10,-174.0,41.0,180,2.48437648953,68.6854716972,88.3676261769,18.4566955762,0.315203543013
10,-174.0,42.0,180,2.51646062801,69.3158908678,91.0996317618,18.7741369154,0.31657824838
10,-174.0,43.0,180,2.54768378167,69.9538557412,93.8353865819,19.0865349978,0.317952953747
10,-174.0,44.0,180,2.57806657718,70.5991588055,96.5727319891,19.3938044277,0.319327659114
10,-174.0,45.0,180,2.60762958616,71.2515976847,99.3095639033,19.6958662403,0.320702364482
10,-174.0,46.0,180,2.63639327366,71.910975111,102.043821991,19.9926474612,0.322077069849
10,-174.0,47.0,180,2.66437795207,72.5770988865,104.773503096,20.2840824712,0.32364820028
10,-174.0,48.0,180,2.69160374003,73.2497818335,107.496661542,20.5701134701,0.325022905647
10,-174.0,49.0,180,2.71809052622,73.9288417365,110.211402289,20.8506901216,0.326397611014
10,-174.0,50.0,180,2.74385793745,74.6141012753,112.915895729,21.125771211,0.327772316382
10,-174.0,51.0,180,2.76892531095,75.3053879525,115.608379374,21.3953246266,0.329147021749
10,-174.0,52.0,180,2.7933116704,76.0025340133,118.287155049,21.6593279003,0.330521727116
10,-174.0,53.0,180,2.81703570548,76.7053763617,120.950594341,21.9177681847,0.331896393901
10,-174.0,54.0,180,2.84011575469,77.4137564719,123.59714594,22.1706436991,0.333271099268
10,-174.0,55.0,180,2.862569791,78.1275202952,126.225329244,22.417962389,0.334645804635
10,-174.0,56.0,180,2.88441541033,78.8465181657,128.833744101,22.6597436349,0.336020510002
10,-174.0,57.0,180,2.90566982237,79.5706047025,131.421077154,22.8960175884,0.337395215369
10,-174.0,58.0,180,2.92634984363,80.2996387105,133.98609388,23.1268258,0.338769920737
10,-174.0,59.0,180,2.94647189257,81.0334830801,136.527645576,23.3522200986,0.340144626104
10,-174.0,60.0,180,2.96605198644,81.7720046864,139.044676051,23.5722640422,0.341519331471
10,-174.0,61.0,180,2.98510573975,82.5150742874,141.536210746,23.7870312879,0.343090461902
10,-174.0,62.0,180,3.00364836423,83.2625664225,144.001372155,23.9966062246,0.344465167269
10,-174.0,63.0,180,3.02169467002,84.0143593121,146.439369567,24.201083261,0.345839872637
10,-174.0,64.0,180,3.039259068,84.7703347565,148.849503492,24.4005661352,0.347214578004
10,-174.0,65.0,180,3.05635557318,85.5303780364,151.231163723,24.5951677758,0.348589283371
10,-174.0,66.0,180,3.07299780881,86.2943778148,153.583828441,24.7850093128,0.349963988738
10,-174.0,67.0,180,3.08919901146,87.0622260395,155.907066565,24.9702197742,0.351338655523
10,-174.0,68.0,180,3.10497203652,87.8338178476,158.200526739,25.1509344931,0.35271336089
10,-174.0,69.0,180,3.12032936447,88.609051471,160.46394479,25.3272952821,0.354088066257
10,-174.0,70.0,180,3.13528310748,89.3878281442,162.697135713,25.4994487091,0.355462771624
10,-174.0,71.0,180,3.14984501646,90.1700520137,164.899986651,25.6675451724,0.356837476992
10,-174.0,72.0,180,3.16402648841,90.955630049,167.072457786,25.8317383228,0.358212182359
10,-174.0,73.0,180,3.17783857409,91.7444719561,169.214580015,25.9921838705,0.359586887726
10,-174.0,74.0,180,3.19129198577,92.5364900922,171.326446002,26.1490383154,0.360961593093
10,-174.0,75.0,180,3.20439710527,93.3315993834,173.40820211,26.3024578828,0.362532723524
10,-174.0,76.0,180,3.21716399202,94.1297172436,175.460053019,26.4525977421,0.363907428892
10,-174.0,77.0,180,3.22960239121,94.9307634961,177.482243456,26.5996107234,0.365282134259
10,-174.0,78.0,180,3.24172174196,95.7346602967,179.475062423,26.743646218,0.366656839626
10,-174.0,79.0,180,3.2535311855,96.5413320593,181.438834317,26.8848495011,0.368031544993
10,-174.0,80.0,180,3.26503957333,97.3507053838,183.373911176,27.023360601,0.369406250361
10,-174.0,81.0,180,3.27625547527,98.162708985,185.280667114,27.159313313,0.370780917145
10,-174.0,82.0,180,3.28718718751,98.9772736247,187.159496065,27.2928348751,0.372155622512
10,-174.0,83.0,180,3.29784274052,99.7943320452,189.01080254,27.424044644,0.373530327879
10,-174.0,84.0,180,3.30822990681,100.613818905,190.834996381,27.5530540299,0.374905033247
10,-174.0,85.0,180,3.31835620869,101.435670716,192.632491562,27.6799656389,0.376279738614
10,-174.0,86.0,180,3.32822892575,102.259825784,194.403694423,27.8048729295,0.377654443981
10,-174.0,87.0,180,3.3378551023,103.086224147,196.149007476,27.9278601246,0.379029149348
10,-174.0,88.0,180,3.34724155459,103.914807524,197.868817219,28.049001679,0.380403854716
10,-174.0,89.0,180,3.3563948779,104.745519253,199.563497616,28.1683623928,0.381974985147
10,-174.0,90.0,180,3.36532145349,105.578304243,201.233403554,28.2859975456,0.383349690514
10,-174.0,91.0,180,3.37402745531,106.413108921,202.878866858,28.4019527748,0.384724395881
10,-174.0,92.0,180,3.38251885662,107.249881179,204.50019681,28.5162644141,0.386099101248
10,-174.0,93.0,180,3.3908014364,108.088570332,206.097679281,28.6289600349,0.387473806615
10,-174.0,94.0,180,3.39888078554,108.929127064,207.671572253,28.7400585662,0.388848511983
10,-174.0,95.0,180,3.40676231295,109.771503388,209.222107164,28.8495710791,0.390223178767
10,-174.0,96.0,180,3.41445125143,110.6156526,210.749488877,28.9575011317,0.391597884134
10,-174.0,97.0,180,3.4219526634,111.461529237,212.253898533,29.063845878,0.392972589502
10,-174.0,98.0,180,3.42927144642,112.309089035,213.735486607,29.1685960363,0.394347294869
10,-174.0,99.0,180,3.43641233858,113.158288892,215.194384096,29.2717375329,0.395722000236
10,-174.0,100.0,180,3.44337992374,114.009086828,216.630696302,29.3732516152,0.397096705603
10,-174.0,101.0,180,3.45017863651,114.861441948,218.044511437,29.4731161581,0.398471410971
10,-174.0,102.0,180,3.4568127672,115.715314406,219.435894716,29.5713061074,0.399846116338
10,-174.0,103.0,180,3.46328646651,116.570665371,220.804899917,29.667794688,0.401417246769
10,-174.0,104.0,180,3.46960375011,117.427456993,222.151563399,29.7625539096,0.402791952136
10,-174.0,105.0,180,3.47576850308,118.285652373,223.475915103,29.8555555698,0.404166657503
10,-174.0,106.0,180,3.48178448416,119.145215526,224.777974395,29.9467719201,0.40554136287
10,-174.0,107.0,180,3.48765532989,120.006111357,226.057756139,30.0361764563,0.406916068238
10,-174.0,108.0,180,3.49338455858,120.868305628,227.315274989,30.1237445939,0.408290773605
10,-174.0,109.0,180,3.49897557422,121.731764932,228.550546375,30.2094543584,0.409665440389
10,-174.0,110.0,180,3.50443167012,122.596456664,229.76358749,30.2932867078,0.411040145757
10,-174.0,111.0,180,3.50975603255,123.462348994,230.954423645,30.3752262838,0.412414851124
10,-174.0,112.0,180,3.51495174422,124.329410844,232.123088481,30.4552617324,0.413789556491
10,-174.0,113.0,180,3.52002178755,125.19761186,233.269625671,30.5333860191,0.415164261858
10,-174.0,114.0,180,3.52496904797,126.066922391,234.394093036,30.6095967574,0.416538967225
10,-174.0,115.0,180,3.529796317,126.937313464,235.496560007,30.6838961996,0.417913672593
10,-174.0,116.0,180,3.53450629521,127.808756762,236.57711404,30.7562917344,0.41928837796
10,-174.0,117.0,180,3.53910159519,128.681224601,237.635859289,30.8267955328,0.420859508391
10,-174.0,118.0,180,3.54358474426,129.554689914,238.672913972,30.895424556,0.422234213758
10,-174.0,119.0,180,3.54795818719,130.429126222,239.688418875,30.9622007571,0.423608919125
10,-174.0,120.0,180,3.55222428879,131.304507623,240.682527439,31.0271504071,0.424983624493
10,-174.0,121.0,180,3.55638533637,132.180808768,241.655413397,31.0903042632,0.42635832986
10,-174.0,122.0,180,3.56044354219,133.058004843,242.607267445,31.1516970798,0.427733035227
10,-174.0,123.0,180,3.56440104571,133.936071552,243.538295402,31.2113672137,0.429107702012
10,-174.0,124.0,180,3.56825991588,134.8149851,244.448718788,31.2693563603,0.430482407379
10,-174.0,125.0,180,3.57202215323,135.694722173,245.338771525,31.3257089351,0.431857112746
10,-174.0,126.0,180,3.57568969196,136.575259929,246.208701403,31.3804718711,0.433231818113
10,-174.0,127.0,180,3.57926440191,137.456575971,247.058765645,31.4336938076,0.43460652348
10,-174.0,128.0,180,3.58274809049,138.338648344,247.889231805,31.4854249536,0.435981228848
10,-174.0,129.0,180,3.5861425045,139.22145551,248.700371889,31.5357161936,0.437355934215
10,-174.0,130.0,180,3.58944933191,140.10497634,249.492464618,31.5846189257,0.438730639582
10,-174.0,131.0,180,3.59267020353,140.989190095,250.265790765,31.6321844099,0.440301770013
10,-174.0,132.0,180,3.59580669471,141.874076416,251.020631977,31.6784631956,0.44167647538
10,-174.0,133.0,180,3.59886032685,142.759615312,251.757269044,31.7235049248,0.443051180748
10,-174.0,134.0,180,3.60183256892,143.645787142,252.475978878,31.7673575874,0.444425886115
10,-174.0,135.0,180,3.60472483894,144.532572605,253.177034563,31.8100674168,0.445800591482
10,-174.0,136.0,180,3.60753850535,145.41995273,253.86070032,31.8516782736,0.447175296849
10,-174.0,137.0,180,3.61027488838,146.307908862,254.527233675,31.8922315047,0.448549963634
10,-174.0,138.0,180,3.61293526129,147.196422649,255.176881451,31.9317655734,0.449924669001
10,-174.0,139.0,180,3.61552085163,148.085476034,255.809878894,31.9703158454,0.451299374368
10,-174.0,140.0,180,3.61803284244,148.975051242,256.426449788,32.0079144584,0.452674079735
10,-174.0,141.0,180,3.62047237336,149.865130771,257.026802765,32.0445899959,0.454048785103
10,-174.0,142.0,180,3.62284054172,150.755697379,257.611133473,32.0803676693,0.45542349047
10,-174.0,143.0,180,3.6251384036,151.646734076,258.179622584,32.1152690644,0.456798195837
10,-174.0,144.0,180,3.62736697482,152.538224115,258.732434969,32.1493122133,0.458172901204
10,-174.0,145.0,180,3.62952723191,153.430150979,259.269720088,32.1825116025,0.459744031635
10,-174.0,146.0,180,3.63162011299,154.322498374,259.791612385,32.2148783344,0.461118737003
10,-174.0,147.0,180,3.63364651869,155.21525022,260.298231123,32.2464202246,0.46249344237
10,-174.0,148.0,180,3.63560731296,156.108390642,260.78967952,32.2771418372,0.463868147737
10,-174.0,149.0,180,3.63750332388,157.001903958,261.266046966,32.3070448431,0.465242853104
10,-174.0,150.0,180,3.63933534441,157.895774676,261.727408816,32.3361281308,0.466617558472
10,-174.0,151.0,180,3.64110413312,158.789987481,262.173826787,32.364388049,0.467992225256
10,-174.0,152.0,180,3.64281041489,159.684527229,262.605351633,32.3918187791,0.469366930623
10,-174.0,153.0,180,3.64445488157,160.579378936,263.022020874,32.4184123725,0.47074163599
10,-174.0,154.0,180,3.64603819259,161.474527775,263.423862251,32.4441591887,0.472116341358
10,-174.0,155.0,180,3.64756097555,162.369959065,263.810894176,32.4690481749,0.473491046725
10,-174.0,156.0,180,3.64902382682,163.265658264,264.18312638,32.4930670882,0.474865752092
10,-174.0,157.0,180,3.65042731201,164.161610958,264.540561519,32.5162027768,0.476240457459
10,-174.0,158.0,180,3.65177196653,165.057802863,264.8831963,32.53844155,0.477615162827
10,-174.0,159.0,180,3.65305829601,165.954219806,265.211021648,32.5597692675,0.479186293258
10,-174.0,160.0,180,3.65428677678,166.850847726,265.524024274,32.5801717285,0.480560998625
10,-174.0,161.0,180,3.65545785627,167.747672664,265.822188521,32.5996349093,0.481935703992
10,-174.0,162.0,180,3.65657195341,168.644680758,266.105496149,32.6181451005,0.483310409359
10,-174.0,163.0,180,3.65762945897,169.541858231,266.373927282,32.6356891393,0.484685114727
10,-174.0,164.0,180,3.6586307359,170.43919139,266.627462307,32.65225467,0.486059820094
10,-174.0,165.0,180,3.65957611966,171.336666618,266.866081084,32.6678301886,0.487434486878
10,-174.0,166.0,180,3.66046591847,172.234270364,267.089764624,32.6824052618,0.488809192245
10,-174.0,167.0,180,3.66130041359,173.131989139,267.298495684,32.6959706547,0.490183897613
10,-174.0,168.0,180,3.66207985954,174.029809511,267.4922584,32.7085183608,0.49155860298
10,-174.0,169.0,180,3.66280448433,174.927718094,267.671039706,32.7200417786,0.492933308347
10,-174.0,170.0,180,3.66347448959,175.825701547,267.834829046,32.7305356958,0.494308013714
10,-174.0,171.0,180,3.66409005081,176.723746563,267.983618685,32.7399963589,0.495682719082
10,-174.0,172.0,180,3.6646513174,177.621839864,268.11740384,32.7484214854,0.497057424449
10,-174.0,173.0,180,3.66515841283,178.519968196,268.236182688,32.7558102841,0.49862855488
10,-174.0,174.0,180,3.66561143473,179.418118322,268.339956774,32.7621634305,0.500003260247
10,-174.0,175.0,180,3.66601045495,180.316277015,268.428730029,32.767483016,0.501377965614
10,-174.0,176.0,180,3.66635551958,181.214431052,268.502509675,32.7717725487,0.502752670982
10,-174.0,177.0,180,3.66664664899,182.112567207,268.561305033,32.7750368444,0.504127376349
10,-174.0,178.0,180,3.66688383781,183.010672247,268.605127739,32.7772819871,0.505502081716
10,-174.0,179.0,180,3.6670670549,183.908732923,268.633991452,32.7785152369,0.5068767485
10,-174.0,180.0,180,-3.66719624331,175.193264035,268.647910895,32.7787449084,0.508251453868
10,-173.0,-180.0,180,-3.66654439182,174.392473192,268.570201991,32.7732470517,0.00962671868555
10,-173.0,-179.0,180,-3.66663596813,173.494706682,268.570367859,32.7724758867,0.0111978491166
10,-173.0,-178.0,180,-3.66667322662,172.597036437,268.555662409,32.7707345477,0.0125725544838
10,-173.0,-177.0,180,-3.66665601593,171.699475878,268.526101189,32.7680347722,0.0139472598511
10,-173.0,-176.0,180,-3.66658415825,170.802038483,268.481698573,32.7643887135,0.0153219652183
10,-173.0,-175.0,180,-3.6664574492,169.904737784,268.422466222,32.7598087208,0.0166966705855
